iter	Passed	Remaining
160	13608	37106
161	13693	37024
162	13779	36941
163	13857	36841
164	13938	36747
165	14006	36619
166	14076	36497
167	14147	36379
168	14228	36286
169	14293	36155
170	14360	36026
171	14430	35909
172	14502	35795
173	14579	35693
174	14652	35584
175	14745	35522
176	14819	35417
177	14900	35325
178	14986	35248
179	15056	35131
180	15118	34998
181	15185	34876
182	15253	34758
183	15319	34636
184	15384	34510
185	15449	34388
186	15523	34285
187	15589	34164
188	15653	34039
189	15718	33918
190	15784	33799
191	15851	33684
192	15912	33557
193	15981	33446
194	16055	33345
195	16130	33248
196	16205	33152
197	16280	33054
198	16359	32966
199	16428	32857
200	16504	32763
201	16580	32669
202	16656	32573
203	16728	32473
204	16800	32372
205	16876	32277
206	16948	32177
207	17021	32078
208	17102	31996
209	17168	31883
210	17232	31769
211	17298	31659
212	17361	31544
213	17424	31429
214	17495	31328
215	17558	31215
216	17621	31102
217	17686	30991
218	17750	30880
219	17831	30800
220	17898	30694
221	17963	30586
222	18030	30481
223	18094	30373
224	18159	30265
225	18221	30154
226	18286	30047
227	18352	29943
228	18416	29835
229	18482	29732
230	18555	29641
231	18620	29535
232	18683	29428
233	18749	29326
234	18814	29223
235	18879	29119
236	18945	29017
237	19009	28913
238	19077	28815
239	19151	28726
240	19233	28650
241	19308	28564
242	19382	28475
243	19447	28374
244	19524	28290
245	19603	28210
246	19678	28122
247	19744	28024
248	19812	27928
249	19877	27828
250	19941	27726
251	20019	27645
252	20095	27561
253	20184	27495
254	20259	27409
255	20333	27322
256	20416	27248
257	20490	27161
258	20569	27081
259	20663	27021
260	20749	26949
261	20839	26884
262	20932	26822
263	21024	26758
264	21107	26683
265	21187	26603
266	21256	26511
267	21317	26407
268	21382	26310
269	21454	26222
270	21525	26132
271	21594	26040
272	21661	25945
273	21727	25850
274	21794	25757
275	21864	25666
276	21930	25572
277	21996	25477
278	22075	25398
279	22144	25307
280	22208	25211
281	22276	25120
282	22341	25026
283	22408	24933
284	22479	24845
285	22548	24755
286	22614	24662
287	22682	24573
288	22750	24482
289	22817	24390
290	22882	24298
291	22946	24204
292	23010	24110
293	23075	24017
294	23152	23937
295	23221	23849
296	23287	23758
297	23352	23665
298	23424	23580
299	23490	23490
300	23555	23399
301	23623	23310
302	23705	23235
303	23791	23165
304	23874	23091
305	23956	23017
306	24049	22952
307	24138	22884
308	24224	22813
309	24319	22750
310	24406	22680
311	24490	22606
312	24567	22526
313	24639	22441
314	24717	22363
315	24789	22278
316	24868	22201
317	24943	22120
318	25020	22040
319	25093	21956
320	25155	21864
321	25227	21780
322	25292	21690
323	25365	21607
324	25435	21522
325	25505	21437
326	25571	21348
327	25671	21288
328	25735	21198
329	25801	21109
330	25867	21021
331	25930	20931
332	25994	20842
333	26061	20755
334	26126	20667
335	26195	20582
336	26265	20497
337	26333	20412
338	26409	20333
339	26480	20249
340	26555	20169
341	26628	20088
342	26701	20006
343	26769	19921
344	26848	19844
345	26921	19763
346	27000	19686
347	27066	19599
348	27129	19511
349	27195	19425
350	27290	19360
351	27356	19274
352	27417	19184
353	27489	19102
354	27558	19018
355	27622	18931
356	27687	18846
357	27762	18767
358	27831	18683
359	27897	18598
360	27964	18513
361	28043	18437
362	28125	18363
363	28208	18288
364	28286	18211
365	28371	18139
366	28451	18063
367	28529	17986
368	28613	17912
369	28693	17836
370	28772	17760
371	28855	17685
372	28935	17609
373	29019	17535
374	29096	17457
375	29167	17376
376	29243	17297
377	29310	17214
378	29378	17130
379	29454	17052
380	29533	16975
381	29606	16895
382	29676	16814
383	29751	16735
384	29827	16656
385	29900	16577
386	29972	16496
387	30041	16414
388	30113	16334
389	30186	16254
390	30262	16176
391	30336	16096
392	30414	16019
393	30487	15940
394	30559	15860
395	30638	15783
396	30712	15704
397	30784	15624
398	30856	15544
399	30929	15464
400	31000	15384
401	31073	15304
402	31147	15226
403	31217	15145
404	31281	15061
405	31348	14979
406	31410	14894
407	31482	14815
408	31552	14734
409	31616	14651
410	31682	14569
411	31747	14486
412	31812	14404
413	31875	14321
414	31940	14238
415	32010	14158
416	32085	14080
417	32158	14001
418	32230	13923
419	32303	13844
420	32376	13765
421	32449	13687
422	32535	13614
423	32610	13536
424	32684	13458
425	32760	13380
426	32836	13303
427	32910	13225
428	32985	13148
429	33061	13070
430	33133	12991
431	33198	12910
432	33263	12829
433	33326	12747
434	33395	12667
435	33459	12585
436	33529	12506
437	33592	12424
438	33659	12344
439	33729	12265
440	33792	12183
441	33861	12104
442	33928	12024
443	33996	11944
444	34060	11863
445	34125	11783
446	34190	11702
447	34259	11623
448	34325	11543
449	34398	11466
450	34462	11385
451	34528	11305
452	34592	11225
453	34656	11145
454	34722	11065
455	34787	10985
456	34852	10905
457	34918	10826
458	34985	10747
459	35047	10666
460	35112	10586
461	35183	10509
462	35250	10430
463	35320	10352
464	35383	10272
465	35450	10193
466	35535	10120
467	35600	10041
468	35668	9962
469	35734	9883
470	35802	9805
471	35867	9726
472	35931	9647
473	35998	9569
474	36074	9493
475	36148	9416
476	36223	9340
477	36298	9264
478	36369	9187
479	36448	9112
480	36521	9035
481	36595	8958
482	36678	8884
483	36752	8808
484	36828	8732
485	36903	8656
486	36980	8580
487	37054	8504
488	37132	8428
489	37214	8354
490	37293	8278
491	37363	8201
492	37434	8124
493	37512	8049
494	37589	7973
495	37665	7897
496	37744	7822
497	37807	7743
498	37877	7666
499	37953	7590
500	38032	7515
501	38108	7439
502	38179	7362
503	38242	7284
504	38308	7206
505	38375	7128
506	38437	7050
507	38502	6972
508	38568	6895
509	38633	6817
510	38696	6739
511	38765	6662
512	38838	6586
513	38911	6510
514	38982	6434
515	39051	6357
516	39124	6281
517	39200	6205
518	39276	6129
519	39354	6054
520	39426	5978
521	39499	5902
522	39569	5825
523	39640	5749
524	39711	5673
525	39798	5599
526	39871	5523
527	39952	5448
528	40015	5370
529	40081	5293
530	40149	5217
531	40212	5140
532	40279	5063
533	40345	4986
534	40411	4909
535	40477	4833
536	40544	4756
537	40611	4680
538	40680	4603
539	40746	4527
540	40815	4451
541	40884	4375
542	40954	4299
543	41020	4222
544	41086	4146
545	41151	4069
546	41217	3993
547	41284	3917
548	41352	3841
549	41422	3765
550	41488	3689
551	41553	3613
552	41621	3537
553	41686	3461
554	41752	3385
555	41820	3309
556	41887	3233
557	41956	3158
558	42024	3082
559	42106	3007
560	42181	2932
561	42259	2857
562	42370	2784
563	42456	2709
564	42532	2634
565	42610	2559
566	42695	2484
567	42793	2410
568	42868	2335
569	42944	2260
570	43016	2184
571	43098	2109
572	43179	2034
573	43261	1959
574	43338	1884
575	43416	1809
576	43481	1733
577	43544	1657
578	43617	1581
579	43694	1506
580	43764	1431
581	43835	1355
582	43903	1280
583	43971	1204
584	44044	1129
585	44116	1053
586	44186	978
587	44260	903
588	44328	827
589	44395	752
590	44466	677
591	44534	601
592	44601	526
593	44665	451
594	44728	375
595	44820	300
596	44887	225
597	44953	150
598	45018	75
599	45085	0
